Season,ISOyear,ISOweek,WeekBeginning,WeekEnding,Country,Pathogen,NumberAdmissionsPerWeek,RateAdmissionsPerWeek,Population
2020/21,2021,28,20210712,20210718,S92000003,Adenovirus,16,0.3,5408900
2020/21,2021,28,20210712,20210718,S92000003,COVID-19,447,8.3,5408900
2020/21,2021,28,20210712,20210718,S92000003,HMPV,1,0,5408900
2020/21,2021,28,20210712,20210718,S92000003,Influenza (All),0,0,5408900
2020/21,2021,28,20210712,20210718,S92000003,Influenza A,0,0,5408900
2020/21,2021,28,20210712,20210718,S92000003,Influenza B,0,0,5408900
2020/21,2021,28,20210712,20210718,S92000003,Mycoplasma pneumoniae,0,0,5408900
2020/21,2021,28,20210712,20210718,S92000003,Parainfluenza (Any Type),36,0.7,5408900
2020/21,2021,28,20210712,20210718,S92000003,RSV,13,0.2,5408900
2020/21,2021,28,20210712,20210718,S92000003,Rhinovirus,47,0.9,5408900
2020/21,2021,28,20210712,20210718,S92000003,Seasonal coronavirus,7,0.1,5408900
2020/21,2021,29,20210719,20210725,S92000003,Adenovirus,15,0.3,5408900
2020/21,2021,29,20210719,20210725,S92000003,COVID-19,350,6.5,5408900
2020/21,2021,29,20210719,20210725,S92000003,HMPV,4,0.1,5408900
2020/21,2021,29,20210719,20210725,S92000003,Influenza (All),0,0,5408900
2020/21,2021,29,20210719,20210725,S92000003,Influenza A,0,0,5408900
2020/21,2021,29,20210719,20210725,S92000003,Influenza B,0,0,5408900
2020/21,2021,29,20210719,20210725,S92000003,Mycoplasma pneumoniae,0,0,5408900
2020/21,2021,29,20210719,20210725,S92000003,Parainfluenza (Any Type),21,0.4,5408900
2020/21,2021,29,20210719,20210725,S92000003,RSV,12,0.2,5408900
2020/21,2021,29,20210719,20210725,S92000003,Rhinovirus,49,0.9,5408900
2020/21,2021,29,20210719,20210725,S92000003,Seasonal coronavirus,7,0.1,5408900
2020/21,2021,30,20210726,20210801,S92000003,Adenovirus,19,0.4,5408900
2020/21,2021,30,20210726,20210801,S92000003,COVID-19,283,5.2,5408900
2020/21,2021,30,20210726,20210801,S92000003,HMPV,2,0,5408900
2020/21,2021,30,20210726,20210801,S92000003,Influenza (All),0,0,5408900
2020/21,2021,30,20210726,20210801,S92000003,Influenza A,0,0,5408900
2020/21,2021,30,20210726,20210801,S92000003,Influenza B,0,0,5408900
2020/21,2021,30,20210726,20210801,S92000003,Mycoplasma pneumoniae,0,0,5408900
2020/21,2021,30,20210726,20210801,S92000003,Parainfluenza (Any Type),5,0.1,5408900
2020/21,2021,30,20210726,20210801,S92000003,RSV,8,0.1,5408900
2020/21,2021,30,20210726,20210801,S92000003,Rhinovirus,43,0.8,5408900
2020/21,2021,30,20210726,20210801,S92000003,Seasonal coronavirus,1,0,5408900
2020/21,2021,31,20210802,20210808,S92000003,Adenovirus,6,0.1,5408900
2020/21,2021,31,20210802,20210808,S92000003,COVID-19,247,4.6,5408900
2020/21,2021,31,20210802,20210808,S92000003,HMPV,2,0,5408900
2020/21,2021,31,20210802,20210808,S92000003,Influenza (All),0,0,5408900
2020/21,2021,31,20210802,20210808,S92000003,Influenza A,0,0,5408900
2020/21,2021,31,20210802,20210808,S92000003,Influenza B,0,0,5408900
2020/21,2021,31,20210802,20210808,S92000003,Mycoplasma pneumoniae,0,0,5408900
2020/21,2021,31,20210802,20210808,S92000003,Parainfluenza (Any Type),12,0.2,5408900
2020/21,2021,31,20210802,20210808,S92000003,RSV,35,0.6,5408900
2020/21,2021,31,20210802,20210808,S92000003,Rhinovirus,60,1.1,5408900
2020/21,2021,31,20210802,20210808,S92000003,Seasonal coronavirus,2,0,5408900
2020/21,2021,32,20210809,20210815,S92000003,Adenovirus,13,0.2,5408900
2020/21,2021,32,20210809,20210815,S92000003,COVID-19,218,4,5408900
2020/21,2021,32,20210809,20210815,S92000003,HMPV,4,0.1,5408900
2020/21,2021,32,20210809,20210815,S92000003,Influenza (All),1,0,5408900
2020/21,2021,32,20210809,20210815,S92000003,Influenza A,0,0,5408900
2020/21,2021,32,20210809,20210815,S92000003,Influenza B,1,0,5408900
2020/21,2021,32,20210809,20210815,S92000003,Mycoplasma pneumoniae,0,0,5408900
2020/21,2021,32,20210809,20210815,S92000003,Parainfluenza (Any Type),7,0.1,5408900
2020/21,2021,32,20210809,20210815,S92000003,RSV,44,0.8,5408900
2020/21,2021,32,20210809,20210815,S92000003,Rhinovirus,66,1.2,5408900
2020/21,2021,32,20210809,20210815,S92000003,Seasonal coronavirus,4,0.1,5408900
2020/21,2021,33,20210816,20210822,S92000003,Adenovirus,11,0.2,5408900
2020/21,2021,33,20210816,20210822,S92000003,COVID-19,265,4.9,5408900
2020/21,2021,33,20210816,20210822,S92000003,HMPV,4,0.1,5408900
2020/21,2021,33,20210816,20210822,S92000003,Influenza (All),0,0,5408900
2020/21,2021,33,20210816,20210822,S92000003,Influenza A,0,0,5408900
2020/21,2021,33,20210816,20210822,S92000003,Influenza B,0,0,5408900
2020/21,2021,33,20210816,20210822,S92000003,Mycoplasma pneumoniae,0,0,5408900
2020/21,2021,33,20210816,20210822,S92000003,Parainfluenza (Any Type),9,0.2,5408900
2020/21,2021,33,20210816,20210822,S92000003,RSV,79,1.5,5408900
2020/21,2021,33,20210816,20210822,S92000003,Rhinovirus,91,1.7,5408900
2020/21,2021,33,20210816,20210822,S92000003,Seasonal coronavirus,2,0,5408900
2020/21,2021,34,20210823,20210829,S92000003,Adenovirus,13,0.2,5408900
2020/21,2021,34,20210823,20210829,S92000003,COVID-19,514,9.5,5408900
2020/21,2021,34,20210823,20210829,S92000003,HMPV,9,0.2,5408900
2020/21,2021,34,20210823,20210829,S92000003,Influenza (All),0,0,5408900
2020/21,2021,34,20210823,20210829,S92000003,Influenza A,0,0,5408900
2020/21,2021,34,20210823,20210829,S92000003,Influenza B,0,0,5408900
2020/21,2021,34,20210823,20210829,S92000003,Mycoplasma pneumoniae,0,0,5408900
2020/21,2021,34,20210823,20210829,S92000003,Parainfluenza (Any Type),6,0.1,5408900
2020/21,2021,34,20210823,20210829,S92000003,RSV,110,2,5408900
2020/21,2021,34,20210823,20210829,S92000003,Rhinovirus,135,2.5,5408900
2020/21,2021,34,20210823,20210829,S92000003,Seasonal coronavirus,7,0.1,5408900
2020/21,2021,35,20210830,20210905,S92000003,Adenovirus,14,0.3,5408900
2020/21,2021,35,20210830,20210905,S92000003,COVID-19,707,13.1,5408900
2020/21,2021,35,20210830,20210905,S92000003,HMPV,7,0.1,5408900
2020/21,2021,35,20210830,20210905,S92000003,Influenza (All),0,0,5408900
2020/21,2021,35,20210830,20210905,S92000003,Influenza A,0,0,5408900
2020/21,2021,35,20210830,20210905,S92000003,Influenza B,0,0,5408900
2020/21,2021,35,20210830,20210905,S92000003,Mycoplasma pneumoniae,0,0,5408900
2020/21,2021,35,20210830,20210905,S92000003,Parainfluenza (Any Type),15,0.3,5408900
2020/21,2021,35,20210830,20210905,S92000003,RSV,180,3.3,5408900
2020/21,2021,35,20210830,20210905,S92000003,Rhinovirus,161,3,5408900
2020/21,2021,35,20210830,20210905,S92000003,Seasonal coronavirus,4,0.1,5408900
2020/21,2021,36,20210906,20210912,S92000003,Adenovirus,8,0.1,5408900
2020/21,2021,36,20210906,20210912,S92000003,COVID-19,924,17.1,5408900
2020/21,2021,36,20210906,20210912,S92000003,HMPV,7,0.1,5408900
2020/21,2021,36,20210906,20210912,S92000003,Influenza (All),0,0,5408900
2020/21,2021,36,20210906,20210912,S92000003,Influenza A,0,0,5408900
2020/21,2021,36,20210906,20210912,S92000003,Influenza B,0,0,5408900
2020/21,2021,36,20210906,20210912,S92000003,Mycoplasma pneumoniae,0,0,5408900
2020/21,2021,36,20210906,20210912,S92000003,Parainfluenza (Any Type),11,0.2,5408900
2020/21,2021,36,20210906,20210912,S92000003,RSV,251,4.6,5408900
2020/21,2021,36,20210906,20210912,S92000003,Rhinovirus,175,3.2,5408900
2020/21,2021,36,20210906,20210912,S92000003,Seasonal coronavirus,3,0.1,5408900
2020/21,2021,37,20210913,20210919,S92000003,Adenovirus,10,0.2,5408900
2020/21,2021,37,20210913,20210919,S92000003,COVID-19,817,15.1,5408900
2020/21,2021,37,20210913,20210919,S92000003,HMPV,6,0.1,5408900
2020/21,2021,37,20210913,20210919,S92000003,Influenza (All),5,0.1,5408900
2020/21,2021,37,20210913,20210919,S92000003,Influenza A,1,0,5408900
2020/21,2021,37,20210913,20210919,S92000003,Influenza B,4,0.1,5408900
2020/21,2021,37,20210913,20210919,S92000003,Mycoplasma pneumoniae,0,0,5408900
2020/21,2021,37,20210913,20210919,S92000003,Parainfluenza (Any Type),13,0.2,5408900
2020/21,2021,37,20210913,20210919,S92000003,RSV,215,4,5408900
2020/21,2021,37,20210913,20210919,S92000003,Rhinovirus,150,2.8,5408900
2020/21,2021,37,20210913,20210919,S92000003,Seasonal coronavirus,12,0.2,5408900
2020/21,2021,38,20210920,20210926,S92000003,Adenovirus,12,0.2,5408900
2020/21,2021,38,20210920,20210926,S92000003,COVID-19,608,11.2,5408900
2020/21,2021,38,20210920,20210926,S92000003,HMPV,11,0.2,5408900
2020/21,2021,38,20210920,20210926,S92000003,Influenza (All),1,0,5408900
2020/21,2021,38,20210920,20210926,S92000003,Influenza A,0,0,5408900
2020/21,2021,38,20210920,20210926,S92000003,Influenza B,1,0,5408900
2020/21,2021,38,20210920,20210926,S92000003,Mycoplasma pneumoniae,0,0,5408900
2020/21,2021,38,20210920,20210926,S92000003,Parainfluenza (Any Type),15,0.3,5408900
2020/21,2021,38,20210920,20210926,S92000003,RSV,225,4.2,5408900
2020/21,2021,38,20210920,20210926,S92000003,Rhinovirus,153,2.8,5408900
2020/21,2021,38,20210920,20210926,S92000003,Seasonal coronavirus,14,0.3,5408900
2020/21,2021,39,20210927,20211003,S92000003,Adenovirus,23,0.4,5408900
2020/21,2021,39,20210927,20211003,S92000003,COVID-19,528,9.8,5408900
2020/21,2021,39,20210927,20211003,S92000003,HMPV,12,0.2,5408900
2020/21,2021,39,20210927,20211003,S92000003,Influenza (All),1,0,5408900
2020/21,2021,39,20210927,20211003,S92000003,Influenza A,1,0,5408900
2020/21,2021,39,20210927,20211003,S92000003,Influenza B,0,0,5408900
2020/21,2021,39,20210927,20211003,S92000003,Mycoplasma pneumoniae,0,0,5408900
2020/21,2021,39,20210927,20211003,S92000003,Parainfluenza (Any Type),22,0.4,5408900
2020/21,2021,39,20210927,20211003,S92000003,RSV,243,4.5,5408900
2020/21,2021,39,20210927,20211003,S92000003,Rhinovirus,173,3.2,5408900
2020/21,2021,39,20210927,20211003,S92000003,Seasonal coronavirus,22,0.4,5408900
2021/22,2021,40,20211004,20211010,S92000003,Adenovirus,15,0.3,5412900
2021/22,2021,40,20211004,20211010,S92000003,COVID-19,524,9.7,5412900
2021/22,2021,40,20211004,20211010,S92000003,HMPV,15,0.3,5412900
2021/22,2021,40,20211004,20211010,S92000003,Influenza (All),7,0.1,5412900
2021/22,2021,40,20211004,20211010,S92000003,Influenza A,3,0.1,5412900
2021/22,2021,40,20211004,20211010,S92000003,Influenza B,4,0.1,5412900
2021/22,2021,40,20211004,20211010,S92000003,Mycoplasma pneumoniae,0,0,5412900
2021/22,2021,40,20211004,20211010,S92000003,Parainfluenza (Any Type),30,0.6,5412900
2021/22,2021,40,20211004,20211010,S92000003,RSV,226,4.2,5412900
2021/22,2021,40,20211004,20211010,S92000003,Rhinovirus,179,3.3,5412900
2021/22,2021,40,20211004,20211010,S92000003,Seasonal coronavirus,40,0.7,5412900
2021/22,2021,41,20211011,20211017,S92000003,Adenovirus,14,0.3,5412900
2021/22,2021,41,20211011,20211017,S92000003,COVID-19,449,8.3,5412900
2021/22,2021,41,20211011,20211017,S92000003,HMPV,21,0.4,5412900
2021/22,2021,41,20211011,20211017,S92000003,Influenza (All),7,0.1,5412900
2021/22,2021,41,20211011,20211017,S92000003,Influenza A,2,0,5412900
2021/22,2021,41,20211011,20211017,S92000003,Influenza B,5,0.1,5412900
2021/22,2021,41,20211011,20211017,S92000003,Mycoplasma pneumoniae,0,0,5412900
2021/22,2021,41,20211011,20211017,S92000003,Parainfluenza (Any Type),33,0.6,5412900
2021/22,2021,41,20211011,20211017,S92000003,RSV,173,3.2,5412900
2021/22,2021,41,20211011,20211017,S92000003,Rhinovirus,225,4.2,5412900
2021/22,2021,41,20211011,20211017,S92000003,Seasonal coronavirus,52,1,5412900
2021/22,2021,42,20211018,20211024,S92000003,Adenovirus,14,0.3,5412900
2021/22,2021,42,20211018,20211024,S92000003,COVID-19,551,10.2,5412900
2021/22,2021,42,20211018,20211024,S92000003,HMPV,20,0.4,5412900
2021/22,2021,42,20211018,20211024,S92000003,Influenza (All),2,0,5412900
2021/22,2021,42,20211018,20211024,S92000003,Influenza A,0,0,5412900
2021/22,2021,42,20211018,20211024,S92000003,Influenza B,2,0,5412900
2021/22,2021,42,20211018,20211024,S92000003,Mycoplasma pneumoniae,0,0,5412900
2021/22,2021,42,20211018,20211024,S92000003,Parainfluenza (Any Type),31,0.6,5412900
2021/22,2021,42,20211018,20211024,S92000003,RSV,119,2.2,5412900
2021/22,2021,42,20211018,20211024,S92000003,Rhinovirus,148,2.7,5412900
2021/22,2021,42,20211018,20211024,S92000003,Seasonal coronavirus,43,0.8,5412900
2021/22,2021,43,20211025,20211031,S92000003,Adenovirus,26,0.5,5412900
2021/22,2021,43,20211025,20211031,S92000003,COVID-19,546,10.1,5412900
2021/22,2021,43,20211025,20211031,S92000003,HMPV,29,0.5,5412900
2021/22,2021,43,20211025,20211031,S92000003,Influenza (All),10,0.2,5412900
2021/22,2021,43,20211025,20211031,S92000003,Influenza A,4,0.1,5412900
2021/22,2021,43,20211025,20211031,S92000003,Influenza B,6,0.1,5412900
2021/22,2021,43,20211025,20211031,S92000003,Mycoplasma pneumoniae,0,0,5412900
2021/22,2021,43,20211025,20211031,S92000003,Parainfluenza (Any Type),36,0.7,5412900
2021/22,2021,43,20211025,20211031,S92000003,RSV,79,1.5,5412900
2021/22,2021,43,20211025,20211031,S92000003,Rhinovirus,197,3.6,5412900
2021/22,2021,43,20211025,20211031,S92000003,Seasonal coronavirus,52,1,5412900
2021/22,2021,44,20211101,20211107,S92000003,Adenovirus,26,0.5,5412900
2021/22,2021,44,20211101,20211107,S92000003,COVID-19,486,9,5412900
2021/22,2021,44,20211101,20211107,S92000003,HMPV,48,0.9,5412900
2021/22,2021,44,20211101,20211107,S92000003,Influenza (All),5,0.1,5412900
2021/22,2021,44,20211101,20211107,S92000003,Influenza A,1,0,5412900
2021/22,2021,44,20211101,20211107,S92000003,Influenza B,4,0.1,5412900
2021/22,2021,44,20211101,20211107,S92000003,Mycoplasma pneumoniae,1,0,5412900
2021/22,2021,44,20211101,20211107,S92000003,Parainfluenza (Any Type),33,0.6,5412900
