Season,ISOyear,ISOweek,WeekBeginning,WeekEnding,Country,Pathogen,NumberAdmissionsPerWeek,RateAdmissionsPerWeek,Population
2022/23,2023,22,20230529,20230604,S92000003,Mycoplasma pneumoniae,2,0,5447000
2022/23,2023,22,20230529,20230604,S92000003,Parainfluenza (Any Type),18,0.3,5447000
2022/23,2023,22,20230529,20230604,S92000003,RSV,7,0.1,5447000
2022/23,2023,22,20230529,20230604,S92000003,Rhinovirus,87,1.6,5447000
2022/23,2023,22,20230529,20230604,S92000003,Seasonal coronavirus,1,0,5447000
2022/23,2023,23,20230605,20230611,S92000003,Adenovirus,19,0.3,5447000
2022/23,2023,23,20230605,20230611,S92000003,COVID-19,116,2.1,5447000
2022/23,2023,23,20230605,20230611,S92000003,HMPV,3,0.1,5447000
2022/23,2023,23,20230605,20230611,S92000003,Influenza (All),18,0.3,5447000
2022/23,2023,23,20230605,20230611,S92000003,Influenza A,9,0.2,5447000
2022/23,2023,23,20230605,20230611,S92000003,Influenza B,9,0.2,5447000
2022/23,2023,23,20230605,20230611,S92000003,Mycoplasma pneumoniae,0,0,5447000
2022/23,2023,23,20230605,20230611,S92000003,Parainfluenza (Any Type),21,0.4,5447000
2022/23,2023,23,20230605,20230611,S92000003,RSV,11,0.2,5447000
2022/23,2023,23,20230605,20230611,S92000003,Rhinovirus,104,1.9,5447000
2022/23,2023,23,20230605,20230611,S92000003,Seasonal coronavirus,7,0.1,5447000
2022/23,2023,24,20230612,20230618,S92000003,Adenovirus,19,0.3,5447000
2022/23,2023,24,20230612,20230618,S92000003,COVID-19,93,1.7,5447000
2022/23,2023,24,20230612,20230618,S92000003,HMPV,4,0.1,5447000
2022/23,2023,24,20230612,20230618,S92000003,Influenza (All),6,0.1,5447000
2022/23,2023,24,20230612,20230618,S92000003,Influenza A,0,0,5447000
2022/23,2023,24,20230612,20230618,S92000003,Influenza B,6,0.1,5447000
2022/23,2023,24,20230612,20230618,S92000003,Mycoplasma pneumoniae,2,0,5447000
2022/23,2023,24,20230612,20230618,S92000003,Parainfluenza (Any Type),28,0.5,5447000
2022/23,2023,24,20230612,20230618,S92000003,RSV,9,0.2,5447000
2022/23,2023,24,20230612,20230618,S92000003,Rhinovirus,77,1.4,5447000
2022/23,2023,24,20230612,20230618,S92000003,Seasonal coronavirus,4,0.1,5447000
2022/23,2023,25,20230619,20230625,S92000003,Adenovirus,29,0.5,5447000
2022/23,2023,25,20230619,20230625,S92000003,COVID-19,61,1.1,5447000
2022/23,2023,25,20230619,20230625,S92000003,HMPV,4,0.1,5447000
2022/23,2023,25,20230619,20230625,S92000003,Influenza (All),5,0.1,5447000
2022/23,2023,25,20230619,20230625,S92000003,Influenza A,3,0.1,5447000
2022/23,2023,25,20230619,20230625,S92000003,Influenza B,2,0,5447000
2022/23,2023,25,20230619,20230625,S92000003,Mycoplasma pneumoniae,3,0.1,5447000
2022/23,2023,25,20230619,20230625,S92000003,Parainfluenza (Any Type),17,0.3,5447000
2022/23,2023,25,20230619,20230625,S92000003,RSV,11,0.2,5447000
2022/23,2023,25,20230619,20230625,S92000003,Rhinovirus,62,1.1,5447000
2022/23,2023,25,20230619,20230625,S92000003,Seasonal coronavirus,1,0,5447000
2022/23,2023,26,20230626,20230702,S92000003,Adenovirus,18,0.3,5447000
2022/23,2023,26,20230626,20230702,S92000003,COVID-19,59,1.1,5447000
2022/23,2023,26,20230626,20230702,S92000003,HMPV,1,0,5447000
2022/23,2023,26,20230626,20230702,S92000003,Influenza (All),3,0.1,5447000
2022/23,2023,26,20230626,20230702,S92000003,Influenza A,1,0,5447000
2022/23,2023,26,20230626,20230702,S92000003,Influenza B,2,0,5447000
2022/23,2023,26,20230626,20230702,S92000003,Mycoplasma pneumoniae,2,0,5447000
2022/23,2023,26,20230626,20230702,S92000003,Parainfluenza (Any Type),13,0.2,5447000
2022/23,2023,26,20230626,20230702,S92000003,RSV,15,0.3,5447000
2022/23,2023,26,20230626,20230702,S92000003,Rhinovirus,73,1.3,5447000
2022/23,2023,26,20230626,20230702,S92000003,Seasonal coronavirus,1,0,5447000
2022/23,2023,27,20230703,20230709,S92000003,Adenovirus,20,0.4,5447000
2022/23,2023,27,20230703,20230709,S92000003,COVID-19,56,1,5447000
2022/23,2023,27,20230703,20230709,S92000003,HMPV,8,0.1,5447000
2022/23,2023,27,20230703,20230709,S92000003,Influenza (All),5,0.1,5447000
2022/23,2023,27,20230703,20230709,S92000003,Influenza A,4,0.1,5447000
2022/23,2023,27,20230703,20230709,S92000003,Influenza B,1,0,5447000
2022/23,2023,27,20230703,20230709,S92000003,Mycoplasma pneumoniae,5,0.1,5447000
2022/23,2023,27,20230703,20230709,S92000003,Parainfluenza (Any Type),17,0.3,5447000
2022/23,2023,27,20230703,20230709,S92000003,RSV,13,0.2,5447000
2022/23,2023,27,20230703,20230709,S92000003,Rhinovirus,69,1.3,5447000
2022/23,2023,27,20230703,20230709,S92000003,Seasonal coronavirus,2,0,5447000
2022/23,2023,28,20230710,20230716,S92000003,Adenovirus,18,0.3,5447000
2022/23,2023,28,20230710,20230716,S92000003,COVID-19,84,1.5,5447000
2022/23,2023,28,20230710,20230716,S92000003,HMPV,6,0.1,5447000
2022/23,2023,28,20230710,20230716,S92000003,Influenza (All),13,0.2,5447000
2022/23,2023,28,20230710,20230716,S92000003,Influenza A,10,0.2,5447000
2022/23,2023,28,20230710,20230716,S92000003,Influenza B,3,0.1,5447000
2022/23,2023,28,20230710,20230716,S92000003,Mycoplasma pneumoniae,7,0.1,5447000
2022/23,2023,28,20230710,20230716,S92000003,Parainfluenza (Any Type),11,0.2,5447000
2022/23,2023,28,20230710,20230716,S92000003,RSV,27,0.5,5447000
2022/23,2023,28,20230710,20230716,S92000003,Rhinovirus,67,1.2,5447000
2022/23,2023,28,20230710,20230716,S92000003,Seasonal coronavirus,0,0,5447000
2022/23,2023,29,20230717,20230723,S92000003,Adenovirus,16,0.3,5447000
2022/23,2023,29,20230717,20230723,S92000003,COVID-19,85,1.6,5447000
2022/23,2023,29,20230717,20230723,S92000003,HMPV,4,0.1,5447000
2022/23,2023,29,20230717,20230723,S92000003,Influenza (All),6,0.1,5447000
2022/23,2023,29,20230717,20230723,S92000003,Influenza A,4,0.1,5447000
2022/23,2023,29,20230717,20230723,S92000003,Influenza B,2,0,5447000
2022/23,2023,29,20230717,20230723,S92000003,Mycoplasma pneumoniae,1,0,5447000
2022/23,2023,29,20230717,20230723,S92000003,Parainfluenza (Any Type),12,0.2,5447000
2022/23,2023,29,20230717,20230723,S92000003,RSV,25,0.5,5447000
2022/23,2023,29,20230717,20230723,S92000003,Rhinovirus,61,1.1,5447000
2022/23,2023,29,20230717,20230723,S92000003,Seasonal coronavirus,0,0,5447000
2022/23,2023,30,20230724,20230730,S92000003,Adenovirus,11,0.2,5447000
2022/23,2023,30,20230724,20230730,S92000003,COVID-19,122,2.2,5447000
2022/23,2023,30,20230724,20230730,S92000003,HMPV,1,0,5447000
2022/23,2023,30,20230724,20230730,S92000003,Influenza (All),9,0.2,5447000
2022/23,2023,30,20230724,20230730,S92000003,Influenza A,7,0.1,5447000
2022/23,2023,30,20230724,20230730,S92000003,Influenza B,2,0,5447000
2022/23,2023,30,20230724,20230730,S92000003,Mycoplasma pneumoniae,3,0.1,5447000
2022/23,2023,30,20230724,20230730,S92000003,Parainfluenza (Any Type),12,0.2,5447000
2022/23,2023,30,20230724,20230730,S92000003,RSV,21,0.4,5447000
2022/23,2023,30,20230724,20230730,S92000003,Rhinovirus,61,1.1,5447000
2022/23,2023,30,20230724,20230730,S92000003,Seasonal coronavirus,3,0.1,5447000
2022/23,2023,31,20230731,20230806,S92000003,Adenovirus,7,0.1,5447000
2022/23,2023,31,20230731,20230806,S92000003,COVID-19,143,2.6,5447000
2022/23,2023,31,20230731,20230806,S92000003,HMPV,2,0,5447000
2022/23,2023,31,20230731,20230806,S92000003,Influenza (All),7,0.1,5447000
2022/23,2023,31,20230731,20230806,S92000003,Influenza A,6,0.1,5447000
2022/23,2023,31,20230731,20230806,S92000003,Influenza B,1,0,5447000
2022/23,2023,31,20230731,20230806,S92000003,Mycoplasma pneumoniae,3,0.1,5447000
2022/23,2023,31,20230731,20230806,S92000003,Parainfluenza (Any Type),6,0.1,5447000
2022/23,2023,31,20230731,20230806,S92000003,RSV,29,0.5,5447000
2022/23,2023,31,20230731,20230806,S92000003,Rhinovirus,57,1,5447000
2022/23,2023,31,20230731,20230806,S92000003,Seasonal coronavirus,3,0.1,5447000
2022/23,2023,32,20230807,20230813,S92000003,Adenovirus,16,0.3,5447000
2022/23,2023,32,20230807,20230813,S92000003,COVID-19,195,3.6,5447000
2022/23,2023,32,20230807,20230813,S92000003,HMPV,1,0,5447000
2022/23,2023,32,20230807,20230813,S92000003,Influenza (All),4,0.1,5447000
2022/23,2023,32,20230807,20230813,S92000003,Influenza A,4,0.1,5447000
2022/23,2023,32,20230807,20230813,S92000003,Influenza B,0,0,5447000
2022/23,2023,32,20230807,20230813,S92000003,Mycoplasma pneumoniae,3,0.1,5447000
2022/23,2023,32,20230807,20230813,S92000003,Parainfluenza (Any Type),6,0.1,5447000
2022/23,2023,32,20230807,20230813,S92000003,RSV,25,0.5,5447000
2022/23,2023,32,20230807,20230813,S92000003,Rhinovirus,46,0.8,5447000
2022/23,2023,32,20230807,20230813,S92000003,Seasonal coronavirus,0,0,5447000
2022/23,2023,33,20230814,20230820,S92000003,Adenovirus,6,0.1,5447000
2022/23,2023,33,20230814,20230820,S92000003,COVID-19,221,4.1,5447000
2022/23,2023,33,20230814,20230820,S92000003,HMPV,2,0,5447000
2022/23,2023,33,20230814,20230820,S92000003,Influenza (All),9,0.2,5447000
2022/23,2023,33,20230814,20230820,S92000003,Influenza A,7,0.1,5447000
2022/23,2023,33,20230814,20230820,S92000003,Influenza B,2,0,5447000
2022/23,2023,33,20230814,20230820,S92000003,Mycoplasma pneumoniae,3,0.1,5447000
2022/23,2023,33,20230814,20230820,S92000003,Parainfluenza (Any Type),3,0.1,5447000
2022/23,2023,33,20230814,20230820,S92000003,RSV,27,0.5,5447000
2022/23,2023,33,20230814,20230820,S92000003,Rhinovirus,57,1,5447000
2022/23,2023,33,20230814,20230820,S92000003,Seasonal coronavirus,0,0,5447000
2022/23,2023,34,20230821,20230827,S92000003,Adenovirus,8,0.1,5447000
2022/23,2023,34,20230821,20230827,S92000003,COVID-19,254,4.7,5447000
2022/23,2023,34,20230821,20230827,S92000003,HMPV,2,0,5447000
2022/23,2023,34,20230821,20230827,S92000003,Influenza (All),9,0.2,5447000
2022/23,2023,34,20230821,20230827,S92000003,Influenza A,9,0.2,5447000
2022/23,2023,34,20230821,20230827,S92000003,Influenza B,0,0,5447000
2022/23,2023,34,20230821,20230827,S92000003,Mycoplasma pneumoniae,4,0.1,5447000
2022/23,2023,34,20230821,20230827,S92000003,Parainfluenza (Any Type),7,0.1,5447000
2022/23,2023,34,20230821,20230827,S92000003,RSV,39,0.7,5447000
2022/23,2023,34,20230821,20230827,S92000003,Rhinovirus,67,1.2,5447000
2022/23,2023,34,20230821,20230827,S92000003,Seasonal coronavirus,0,0,5447000
2022/23,2023,35,20230828,20230903,S92000003,Adenovirus,6,0.1,5447000
2022/23,2023,35,20230828,20230903,S92000003,COVID-19,275,5,5447000
2022/23,2023,35,20230828,20230903,S92000003,HMPV,0,0,5447000
2022/23,2023,35,20230828,20230903,S92000003,Influenza (All),11,0.2,5447000
2022/23,2023,35,20230828,20230903,S92000003,Influenza A,7,0.1,5447000
2022/23,2023,35,20230828,20230903,S92000003,Influenza B,4,0.1,5447000
2022/23,2023,35,20230828,20230903,S92000003,Mycoplasma pneumoniae,1,0,5447000
2022/23,2023,35,20230828,20230903,S92000003,Parainfluenza (Any Type),9,0.2,5447000
2022/23,2023,35,20230828,20230903,S92000003,RSV,43,0.8,5447000
2022/23,2023,35,20230828,20230903,S92000003,Rhinovirus,98,1.8,5447000
2022/23,2023,35,20230828,20230903,S92000003,Seasonal coronavirus,0,0,5447000
2022/23,2023,36,20230904,20230910,S92000003,Adenovirus,11,0.2,5447000
2022/23,2023,36,20230904,20230910,S92000003,COVID-19,262,4.8,5447000
2022/23,2023,36,20230904,20230910,S92000003,HMPV,1,0,5447000
2022/23,2023,36,20230904,20230910,S92000003,Influenza (All),9,0.2,5447000
2022/23,2023,36,20230904,20230910,S92000003,Influenza A,6,0.1,5447000
2022/23,2023,36,20230904,20230910,S92000003,Influenza B,3,0.1,5447000
2022/23,2023,36,20230904,20230910,S92000003,Mycoplasma pneumoniae,6,0.1,5447000
2022/23,2023,36,20230904,20230910,S92000003,Parainfluenza (Any Type),6,0.1,5447000
2022/23,2023,36,20230904,20230910,S92000003,RSV,63,1.2,5447000
2022/23,2023,36,20230904,20230910,S92000003,Rhinovirus,113,2.1,5447000
2022/23,2023,36,20230904,20230910,S92000003,Seasonal coronavirus,1,0,5447000
2022/23,2023,37,20230911,20230917,S92000003,Adenovirus,9,0.2,5447000
2022/23,2023,37,20230911,20230917,S92000003,COVID-19,236,4.3,5447000
2022/23,2023,37,20230911,20230917,S92000003,HMPV,0,0,5447000
2022/23,2023,37,20230911,20230917,S92000003,Influenza (All),8,0.1,5447000
2022/23,2023,37,20230911,20230917,S92000003,Influenza A,4,0.1,5447000
2022/23,2023,37,20230911,20230917,S92000003,Influenza B,4,0.1,5447000
2022/23,2023,37,20230911,20230917,S92000003,Mycoplasma pneumoniae,9,0.2,5447000
2022/23,2023,37,20230911,20230917,S92000003,Parainfluenza (Any Type),5,0.1,5447000
2022/23,2023,37,20230911,20230917,S92000003,RSV,81,1.5,5447000
2022/23,2023,37,20230911,20230917,S92000003,Rhinovirus,84,1.5,5447000
2022/23,2023,37,20230911,20230917,S92000003,Seasonal coronavirus,0,0,5447000
2022/23,2023,38,20230918,20230924,S92000003,Adenovirus,17,0.3,5447000
2022/23,2023,38,20230918,20230924,S92000003,COVID-19,229,4.2,5447000
2022/23,2023,38,20230918,20230924,S92000003,HMPV,3,0.1,5447000
2022/23,2023,38,20230918,20230924,S92000003,Influenza (All),11,0.2,5447000
2022/23,2023,38,20230918,20230924,S92000003,Influenza A,8,0.1,5447000
2022/23,2023,38,20230918,20230924,S92000003,Influenza B,3,0.1,5447000
2022/23,2023,38,20230918,20230924,S92000003,Mycoplasma pneumoniae,8,0.1,5447000
2022/23,2023,38,20230918,20230924,S92000003,Parainfluenza (Any Type),6,0.1,5447000
2022/23,2023,38,20230918,20230924,S92000003,RSV,117,2.1,5447000
2022/23,2023,38,20230918,20230924,S92000003,Rhinovirus,95,1.7,5447000
2022/23,2023,38,20230918,20230924,S92000003,Seasonal coronavirus,1,0,5447000
2022/23,2023,39,20230925,20231001,S92000003,Adenovirus,19,0.3,5447000
2022/23,2023,39,20230925,20231001,S92000003,COVID-19,266,4.9,5447000
2022/23,2023,39,20230925,20231001,S92000003,HMPV,2,0,5447000
2022/23,2023,39,20230925,20231001,S92000003,Influenza (All),16,0.3,5447000
2022/23,2023,39,20230925,20231001,S92000003,Influenza A,14,0.3,5447000
2022/23,2023,39,20230925,20231001,S92000003,Influenza B,2,0,5447000
2022/23,2023,39,20230925,20231001,S92000003,Mycoplasma pneumoniae,10,0.2,5447000
2022/23,2023,39,20230925,20231001,S92000003,Parainfluenza (Any Type),10,0.2,5447000
2022/23,2023,39,20230925,20231001,S92000003,RSV,188,3.5,5447000
2022/23,2023,39,20230925,20231001,S92000003,Rhinovirus,106,1.9,5447000
2022/23,2023,39,20230925,20231001,S92000003,Seasonal coronavirus,0,0,5447000
2023/24,2023,40,20231002,20231008,S92000003,Adenovirus,19,0.3,5506000
2023/24,2023,40,20231002,20231008,S92000003,COVID-19,280,5.1,5506000
2023/24,2023,40,20231002,20231008,S92000003,HMPV,0,0,5506000
2023/24,2023,40,20231002,20231008,S92000003,Influenza (All),16,0.3,5506000
2023/24,2023,40,20231002,20231008,S92000003,Influenza A,13,0.2,5506000
2023/24,2023,40,20231002,20231008,S92000003,Influenza B,3,0.1,5506000
2023/24,2023,40,20231002,20231008,S92000003,Mycoplasma pneumoniae,12,0.2,5506000
2023/24,2023,40,20231002,20231008,S92000003,Parainfluenza (Any Type),5,0.1,5506000
2023/24,2023,40,20231002,20231008,S92000003,RSV,205,3.7,5506000
2023/24,2023,40,20231002,20231008,S92000003,Rhinovirus,120,2.2,5506000
2023/24,2023,40,20231002,20231008,S92000003,Seasonal coronavirus,2,0,5506000
2023/24,2023,41,20231009,20231015,S92000003,Adenovirus,14,0.3,5506000
2023/24,2023,41,20231009,20231015,S92000003,COVID-19,262,4.8,5506000
2023/24,2023,41,20231009,20231015,S92000003,HMPV,5,0.1,5506000
2023/24,2023,41,20231009,20231015,S92000003,Influenza (All),15,0.3,5506000
2023/24,2023,41,20231009,20231015,S92000003,Influenza A,13,0.2,5506000
2023/24,2023,41,20231009,20231015,S92000003,Influenza B,2,0,5506000
2023/24,2023,41,20231009,20231015,S92000003,Mycoplasma pneumoniae,12,0.2,5506000
2023/24,2023,41,20231009,20231015,S92000003,Parainfluenza (Any Type),5,0.1,5506000
2023/24,2023,41,20231009,20231015,S92000003,RSV,266,4.8,5506000
2023/24,2023,41,20231009,20231015,S92000003,Rhinovirus,112,2,5506000
2023/24,2023,41,20231009,20231015,S92000003,Seasonal coronavirus,0,0,5506000
2023/24,2023,42,20231016,20231022,S92000003,Adenovirus,12,0.2,5506000
2023/24,2023,42,20231016,20231022,S92000003,COVID-19,232,4.2,5506000
2023/24,2023,42,20231016,20231022,S92000003,HMPV,8,0.1,5506000
2023/24,2023,42,20231016,20231022,S92000003,Influenza (All),32,0.6,5506000
2023/24,2023,42,20231016,20231022,S92000003,Influenza A,27,0.5,5506000
2023/24,2023,42,20231016,20231022,S92000003,Influenza B,5,0.1,5506000
2023/24,2023,42,20231016,20231022,S92000003,Mycoplasma pneumoniae,9,0.2,5506000
2023/24,2023,42,20231016,20231022,S92000003,Parainfluenza (Any Type),7,0.1,5506000
2023/24,2023,42,20231016,20231022,S92000003,RSV,321,5.8,5506000
2023/24,2023,42,20231016,20231022,S92000003,Rhinovirus,98,1.8,5506000
2023/24,2023,42,20231016,20231022,S92000003,Seasonal coronavirus,2,0,5506000
2023/24,2023,43,20231023,20231029,S92000003,Adenovirus,12,0.2,5506000
2023/24,2023,43,20231023,20231029,S92000003,COVID-19,205,3.7,5506000
2023/24,2023,43,20231023,20231029,S92000003,HMPV,12,0.2,5506000
2023/24,2023,43,20231023,20231029,S92000003,Influenza (All),22,0.4,5506000
2023/24,2023,43,20231023,20231029,S92000003,Influenza A,21,0.4,5506000
2023/24,2023,43,20231023,20231029,S92000003,Influenza B,1,0,5506000
2023/24,2023,43,20231023,20231029,S92000003,Mycoplasma pneumoniae,16,0.3,5506000
2023/24,2023,43,20231023,20231029,S92000003,Parainfluenza (Any Type),6,0.1,5506000
2023/24,2023,43,20231023,20231029,S92000003,RSV,360,6.5,5506000
2023/24,2023,43,20231023,20231029,S92000003,Rhinovirus,100,1.8,5506000
2023/24,2023,43,20231023,20231029,S92000003,Seasonal coronavirus,2,0,5506000
2023/24,2023,44,20231030,20231105,S92000003,Adenovirus,18,0.3,5506000
2023/24,2023,44,20231030,20231105,S92000003,COVID-19,224,4.1,5506000
2023/24,2023,44,20231030,20231105,S92000003,HMPV,9,0.2,5506000
2023/24,2023,44,20231030,20231105,S92000003,Influenza (All),25,0.5,5506000
2023/24,2023,44,20231030,20231105,S92000003,Influenza A,25,0.5,5506000
2023/24,2023,44,20231030,20231105,S92000003,Influenza B,0,0,5506000
2023/24,2023,44,20231030,20231105,S92000003,Mycoplasma pneumoniae,15,0.3,5506000
2023/24,2023,44,20231030,20231105,S92000003,Parainfluenza (Any Type),6,0.1,5506000
2023/24,2023,44,20231030,20231105,S92000003,RSV,333,6,5506000
2023/24,2023,44,20231030,20231105,S92000003,Rhinovirus,101,1.8,5506000
2023/24,2023,44,20231030,20231105,S92000003,Seasonal coronavirus,2,0,5506000
2023/24,2023,45,20231106,20231112,S92000003,Adenovirus,13,0.2,5506000
2023/24,2023,45,20231106,20231112,S92000003,COVID-19,199,3.6,5506000
2023/24,2023,45,20231106,20231112,S92000003,HMPV,8,0.1,5506000
2023/24,2023,45,20231106,20231112,S92000003,Influenza (All),30,0.5,5506000
2023/24,2023,45,20231106,20231112,S92000003,Influenza A,27,0.5,5506000
2023/24,2023,45,20231106,20231112,S92000003,Influenza B,3,0.1,5506000
2023/24,2023,45,20231106,20231112,S92000003,Mycoplasma pneumoniae,24,0.4,5506000
2023/24,2023,45,20231106,20231112,S92000003,Parainfluenza (Any Type),9,0.2,5506000
2023/24,2023,45,20231106,20231112,S92000003,RSV,372,6.8,5506000
2023/24,2023,45,20231106,20231112,S92000003,Rhinovirus,99,1.8,5506000
2023/24,2023,45,20231106,20231112,S92000003,Seasonal coronavirus,4,0.1,5506000
2023/24,2023,46,20231113,20231119,S92000003,Adenovirus,13,0.2,5506000
2023/24,2023,46,20231113,20231119,S92000003,COVID-19,222,4,5506000
2023/24,2023,46,20231113,20231119,S92000003,HMPV,8,0.1,5506000
2023/24,2023,46,20231113,20231119,S92000003,Influenza (All),44,0.8,5506000
2023/24,2023,46,20231113,20231119,S92000003,Influenza A,41,0.7,5506000
2023/24,2023,46,20231113,20231119,S92000003,Influenza B,3,0.1,5506000
2023/24,2023,46,20231113,20231119,S92000003,Mycoplasma pneumoniae,23,0.4,5506000
2023/24,2023,46,20231113,20231119,S92000003,Parainfluenza (Any Type),11,0.2,5506000
2023/24,2023,46,20231113,20231119,S92000003,RSV,444,8.1,5506000
2023/24,2023,46,20231113,20231119,S92000003,Rhinovirus,129,2.3,5506000
2023/24,2023,46,20231113,20231119,S92000003,Seasonal coronavirus,1,0,5506000
2023/24,2023,47,20231120,20231126,S92000003,Adenovirus,16,0.3,5506000
2023/24,2023,47,20231120,20231126,S92000003,COVID-19,192,3.5,5506000
2023/24,2023,47,20231120,20231126,S92000003,HMPV,11,0.2,5506000
2023/24,2023,47,20231120,20231126,S92000003,Influenza (All),55,1,5506000
2023/24,2023,47,20231120,20231126,S92000003,Influenza A,52,0.9,5506000
2023/24,2023,47,20231120,20231126,S92000003,Influenza B,3,0.1,5506000
2023/24,2023,47,20231120,20231126,S92000003,Mycoplasma pneumoniae,31,0.6,5506000
2023/24,2023,47,20231120,20231126,S92000003,Parainfluenza (Any Type),5,0.1,5506000
2023/24,2023,47,20231120,20231126,S92000003,RSV,368,6.7,5506000
2023/24,2023,47,20231120,20231126,S92000003,Rhinovirus,127,2.3,5506000
2023/24,2023,47,20231120,20231126,S92000003,Seasonal coronavirus,7,0.1,5506000
2023/24,2023,48,20231127,20231203,S92000003,Adenovirus,24,0.4,5506000
2023/24,2023,48,20231127,20231203,S92000003,COVID-19,190,3.5,5506000
2023/24,2023,48,20231127,20231203,S92000003,HMPV,17,0.3,5506000
2023/24,2023,48,20231127,20231203,S92000003,Influenza (All),100,1.8,5506000
2023/24,2023,48,20231127,20231203,S92000003,Influenza A,95,1.7,5506000
2023/24,2023,48,20231127,20231203,S92000003,Influenza B,5,0.1,5506000
2023/24,2023,48,20231127,20231203,S92000003,Mycoplasma pneumoniae,21,0.4,5506000
2023/24,2023,48,20231127,20231203,S92000003,Parainfluenza (Any Type),14,0.3,5506000
2023/24,2023,48,20231127,20231203,S92000003,RSV,297,5.4,5506000
2023/24,2023,48,20231127,20231203,S92000003,Rhinovirus,120,2.2,5506000
2023/24,2023,48,20231127,20231203,S92000003,Seasonal coronavirus,6,0.1,5506000
2023/24,2023,49,20231204,20231210,S92000003,Adenovirus,20,0.4,5506000
2023/24,2023,49,20231204,20231210,S92000003,COVID-19,233,4.2,5506000
2023/24,2023,49,20231204,20231210,S92000003,HMPV,15,0.3,5506000
2023/24,2023,49,20231204,20231210,S92000003,Influenza (All),143,2.6,5506000
2023/24,2023,49,20231204,20231210,S92000003,Influenza A,141,2.6,5506000
2023/24,2023,49,20231204,20231210,S92000003,Influenza B,2,0,5506000
2023/24,2023,49,20231204,20231210,S92000003,Mycoplasma pneumoniae,41,0.7,5506000
2023/24,2023,49,20231204,20231210,S92000003,Parainfluenza (Any Type),8,0.1,5506000
2023/24,2023,49,20231204,20231210,S92000003,RSV,258,4.7,5506000
2023/24,2023,49,20231204,20231210,S92000003,Rhinovirus,117,2.1,5506000
2023/24,2023,49,20231204,20231210,S92000003,Seasonal coronavirus,4,0.1,5506000
2023/24,2023,50,20231211,20231217,S92000003,Adenovirus,21,0.4,5506000
2023/24,2023,50,20231211,20231217,S92000003,COVID-19,268,4.9,5506000
2023/24,2023,50,20231211,20231217,S92000003,HMPV,13,0.2,5506000
2023/24,2023,50,20231211,20231217,S92000003,Influenza (All),254,4.6,5506000
2023/24,2023,50,20231211,20231217,S92000003,Influenza A,252,4.6,5506000
2023/24,2023,50,20231211,20231217,S92000003,Influenza B,2,0,5506000
2023/24,2023,50,20231211,20231217,S92000003,Mycoplasma pneumoniae,32,0.6,5506000
2023/24,2023,50,20231211,20231217,S92000003,Parainfluenza (Any Type),8,0.1,5506000
2023/24,2023,50,20231211,20231217,S92000003,RSV,227,4.1,5506000
2023/24,2023,50,20231211,20231217,S92000003,Rhinovirus,80,1.5,5506000
2023/24,2023,50,20231211,20231217,S92000003,Seasonal coronavirus,11,0.2,5506000
2023/24,2023,51,20231218,20231224,S92000003,Adenovirus,27,0.5,5506000
2023/24,2023,51,20231218,20231224,S92000003,COVID-19,334,6.1,5506000
2023/24,2023,51,20231218,20231224,S92000003,HMPV,20,0.4,5506000
2023/24,2023,51,20231218,20231224,S92000003,Influenza (All),368,6.7,5506000
2023/24,2023,51,20231218,20231224,S92000003,Influenza A,366,6.6,5506000
2023/24,2023,51,20231218,20231224,S92000003,Influenza B,2,0,5506000
2023/24,2023,51,20231218,20231224,S92000003,Mycoplasma pneumoniae,36,0.7,5506000
2023/24,2023,51,20231218,20231224,S92000003,Parainfluenza (Any Type),12,0.2,5506000
2023/24,2023,51,20231218,20231224,S92000003,RSV,234,4.2,5506000
2023/24,2023,51,20231218,20231224,S92000003,Rhinovirus,85,1.5,5506000
2023/24,2023,51,20231218,20231224,S92000003,Seasonal coronavirus,12,0.2,5506000
2023/24,2023,52,20231225,20231231,S92000003,Adenovirus,22,0.4,5506000
2023/24,2023,52,20231225,20231231,S92000003,COVID-19,388,7,5506000
2023/24,2023,52,20231225,20231231,S92000003,HMPV,28,0.5,5506000
2023/24,2023,52,20231225,20231231,S92000003,Influenza (All),474,8.6,5506000
2023/24,2023,52,20231225,20231231,S92000003,Influenza A,471,8.6,5506000
2023/24,2023,52,20231225,20231231,S92000003,Influenza B,3,0.1,5506000
2023/24,2023,52,20231225,20231231,S92000003,Mycoplasma pneumoniae,42,0.8,5506000
2023/24,2023,52,20231225,20231231,S92000003,Parainfluenza (Any Type),11,0.2,5506000
2023/24,2023,52,20231225,20231231,S92000003,RSV,217,3.9,5506000
2023/24,2023,52,20231225,20231231,S92000003,Rhinovirus,88,1.6,5506000
2023/24,2023,52,20231225,20231231,S92000003,Seasonal coronavirus,20,0.4,5506000
2023/24,2024,1,20240101,20240107,S92000003,Adenovirus,14,0.3,5506000
2023/24,2024,1,20240101,20240107,S92000003,COVID-19,353,6.4,5506000
2023/24,2024,1,20240101,20240107,S92000003,HMPV,37,0.7,5506000
2023/24,2024,1,20240101,20240107,S92000003,Influenza (All),402,7.3,5506000
2023/24,2024,1,20240101,20240107,S92000003,Influenza A,399,7.2,5506000
2023/24,2024,1,20240101,20240107,S92000003,Influenza B,3,0.1,5506000
2023/24,2024,1,20240101,20240107,S92000003,Mycoplasma pneumoniae,43,0.8,5506000
2023/24,2024,1,20240101,20240107,S92000003,Parainfluenza (Any Type),6,0.1,5506000
